animal_id,Pit,sex,age,date,svl,tail-length,body-mass,feeding
337,9.85121E+14,M,NA,21-May-12,18.5,42.6/41.8,310,moderate
448,9.82E+14,M,NA,05-Sep-18,20.5,44.6,385,moderate
495,9.82E+14,M,NA,05-Sep-18,20,29.8,540,moderate
261,414E77250F,M,NA,10-Jun-19,21.7,27.8,340,moderate
401,9.89001E+14,M,NA,10-Jun-19,22.2,28.4,400,moderate
538,9.82126E+14,M,NA,12-Jun-19,19.6,28.8,345,moderate
3,42643B7555,M,NA,28-May-01,19.7,30.0,310,moderate
117,452F586EOD,M,NA,27-May-05,17,29.2,190,moderate
134,452E797545,M,NA,04-Jun-05,25.7,29.0,790,moderate
138,452E2F4B36,M,NA,04-Jun-05,27.4,18.4,920,moderate
121,452F2B2D0A,M,NA,27-May-07,26.4/26.1,24.7,500,moderate
119,4534096F08,M,NA,02-Jun-07,20.5/19.8,38.5,410,moderate
44,42652D465C,M,NA,01-Jun-08,30,39.7,1080,moderate
231,4B213A523C,M,NA,02-Jun-08,21,36.5/36.6,480,moderate
381,9.89001E+14,M,NA,21-May-13,24.5,30.3/31,665,moderate
459,9.82E+14,M,NA,24-Apr-18,19.6,31.8,395,moderate
321,9.85121E+14,M,NA,05-Sep-18,22,32.6,410,moderate
218,4B1E024F01,M,NA,10-Jun-19,24.1,28.6,500,moderate
344,9.85121E+14,M,NA,10-Jun-19,20.9,28.3,400,moderate
425,9.82E+14,M,NA,10-Jun-19,24.5,32.6,490,moderate
438,9.82E+14,M,NA,10-Jun-19,21.1,32.0,365,moderate
531,9.82126E+14,M,NA,10-Jun-19,21,31.7,300,moderate
68,42641B4311,M,NA,21-May-02,20.9,32.0,380,moderate
72,4264176E36,M,NA,21-May-03,23.1/24.1,28.1,640,moderate
72,4264176E36,M,NA,26-May-07,37.6/36.9,27.7,1930,moderate
195,4A74637907,M,NA,24-May-08,22.5,28.5,540,moderate
223,4B210C5F53,M,NA,01-Jun-08,22.8,32.6,600,moderate
233,4B1D4A2F5E,M,NA,02-Jun-08,25.1,46.6/46.9,600,moderate
331,9.85121E+14,M,NA,18-May-12,23,35.5,600,moderate
352,4A0E4B075A,M,NA,13-May-13,23.7,34.9,630,moderate
370,4B1D4B7F4D,M,NA,17-May-13,21.4,34.4,410,moderate
377,9.89001E+14,M,NA,21-May-13,22.8,33.1,555,moderate
407,9.89001E+14,M,NA,11-Apr-14,19.6,35.7,320,moderate
411,9.89001E+14,M,NA,11-Apr-14,26.2,31.4,750,moderate
216,4B21115615,M,NA,24-Apr-18,21.2,32.1,435,moderate
340,9.85121E+14,M,NA,05-Sep-18,23.2,29.5,505,moderate
485,9.82E+14,M,NA,05-Sep-18,27.3,36.6,880,moderate
503,9.82126E+14,M,NA,10-Jun-19,22.2,30.1,475,moderate
521,9.82126E+14,M,NA,10-Jun-19,23.5,29.3,510,moderate
430,9.82E+14,M,NA,12-Jun-19,21,38.1,515,moderate
269,9.85121E+14,M,NA,19-May-10,21.9,33.2,490,moderate
64,5020184054,M,NA,21-May-02,29.9,27.7,1060,moderate
21,4139064B50,M,NA,29-May-02,38.9,32.0,1510,moderate
119,4534096F08,M,NA,28-May-06,19,32.0,320,moderate
163,491B360833,M,NA,27-May-07,25.6/25.8,41.0,610,moderate
240,4B210F3F5A,M,NA,23-May-09,26.3,51.2,700,moderate
117,452F586EOD,M,NA,19-May-10,23.8,28.7,610,moderate
281,4A0E3F066F,M,NA,21-May-10,27.4,27.4/27.6,1010,moderate
300,9.85121E+14,M,NA,28-May-10,22.5,30.8,550,moderate
321,9.85121E+14,M,NA,17-May-12,21.2,35.1,410,moderate
81,4B21483C53,M,NA,13-May-13,33.1,40.3,1470,moderate
405,9.89001E+14,M,NA,11-Apr-14,17.4,35.1,255,moderate
417,9.89001E+14,M,NA,17-Jun-16,24.3,32.0,620,moderate
318,9.85121E+14,M,NA,24-Apr-18,21.4,39.0,455,moderate
403,9.89001E+14,M,NA,05-Sep-18,22.6,24.3,445,moderate
295,9.85121E+14,M,NA,10-Jun-19,25,34.7,570,moderate
434,9.82E+14,M,NA,10-Jun-19,23.5,31.8,515,moderate
501,9.82E+14,M,NA,10-Jun-19,24,32.9,420,moderate
517,9.82126E+14,M,NA,10-Jun-19,22.6,33.4,415,moderate
33,426415303E,M,NA,27-May-01,21.2,33.4,500,moderate
34,501F6D020B,M,NA,27-May-01,27.6,31.9,845,moderate
57,501F683E32,M,NA,05-Jun-01,34.4,29.8,1470,moderate
95,442A19435C,M,NA,22-May-03,23.9/23.8,32.5,570,moderate
147,452E343108,M,NA,27-May-06,29.4,38.6,970,moderate
149,452F040049,M,NA,27-May-06,21.1,31.8/36.9/37.5,490,moderate
81,44140B373D,M,NA,28-May-06,28.1,35.1,940,moderate
132,452F171D57,M,NA,24-May-08,31.1,43.1,1320,moderate
203,4B1D7A3F5B,M,NA,24-May-08,24.4,32.6,590,moderate
246,4B1D67173D,M,NA,26-May-09,19.6,33.4,360,moderate
301,9.85121E+14,M,NA,28-May-10,22.9,46.3,480,moderate
349,9.85121E+14,M,NA,25-May-12,22.4,29.2,430,moderate
404,9.89001E+14,M,NA,22-May-13,20.8,21.2,420,moderate
449,9.82E+14,M,NA,23-Apr-18,26.1,20.8/25.6,735,moderate
501,9.82E+14,M,NA,05-Sep-18,23.2,21.2/24,460,moderate
528,9.82126E+14,M,NA,10-Jun-19,21.4,29.6,395,moderate
37,42652B0826,M,NA,27-May-01,30.9,38.3,1110,moderate
77,4265360805,M,NA,29-May-02,24.9,32.1,640,moderate
155,NA,M,NA,28-May-06,21.9,32.0,580,moderate
175,49184E4F19,M,NA,02-Jun-08,28.7,46.1,1020,moderate
332,9.85121E+14,M,NA,18-May-12,22.5,35.1,510,moderate
34,501F6D020B,M,NA,25-May-12,31,34.1,1230,moderate
410,9.89001E+14,M,NA,11-Apr-14,19.8,42.9,375,moderate
309,9.85121E+14,M,NA,07-Sep-16,23,31.0,565,moderate
377,9.89001E+14,M,NA,05-Sep-18,24.9,43.1,555,moderate
487,9.82E+14,M,NA,05-Sep-18,23.4,31.2,560,moderate
370,4B1D4B7F4D,M,NA,10-Jun-19,23.5,30.5,380,moderate
448,9.82E+14,M,NA,10-Jun-19,21.5,32.5,475,moderate
216,4B21115615,M,NA,12-Jun-19,22.7,33.0,480,moderate
55,5020135E66,M,NA,04-Jun-01,23.5,31.9,610,moderate
69,501D510B39,M,NA,29-May-02,24,30.4,500,moderate
71,42635F6E4F,M,NA,29-May-02,28.7,31.1,1000,moderate
155,4B21306A37,M,NA,23-May-09,24.5,32.7,670,moderate
81,4B21483C53,M,NA,21-May-10,32.5,34.6,1420,moderate
322,9.85121E+14,M,NA,17-May-12,17,39.0,230,moderate
227,4B1D48600B,M,NA,10-Jun-19,25,34.8,575,moderate
72,4264176E36,M,NA,29-May-02,24.1,37.1,540,moderate
133,45347F173B,M,NA,04-Jun-05,31.3,25.5,0,moderate
160,490E512142,M,NA,03-Jun-07,25.8/25.8,33.2,770,moderate
248,4B004E146A,M,NA,26-May-09,25.3,30.7,820,moderate
203,4B1D7A3F5B,M,NA,19-May-10,25.2,45.7,730,moderate
307,9.85121E+14,M,NA,17-May-12,27.8,38.0/37,960,moderate
312,9.85121E+14,M,NA,17-May-12,22.7,36.2,600,moderate
68,42641B4311,M,NA,16-May-13,29.9,31.0,1145,moderate
287,9.85121E+14,M,NA,07-Sep-16,25.1,39.7,615,moderate
352,4A0E4B075A,M,NA,07-Sep-16,26,22.9/27.2,755,moderate
262,414F040C64,M,NA,05-Sep-18,26.6,44.8,870,moderate
479,9.82E+14,M,NA,05-Sep-18,23.5,37.0,605,moderate
177,49172D140F,M,NA,10-Jun-19,29.1,37.7,925,moderate
325,9.85121E+14,M,NA,10-Jun-19,26.4,36.6,750,moderate
537,9.82126E+14,M,NA,12-Jun-19,25.2,14.0/20.2,695,moderate
119,4534096F08,M,NA,27-May-10,24.4,37.9,720,moderate
28,501F7B1A34,M,NA,29-May-02,31.5,36.7,1040,moderate
71,42635F6E4F,M,NA,21-May-03,31,34.2,1190,moderate
252,4B22186F5D,M,NA,30-May-09,29.5,37.0,1070,moderate
439,9.89001E+14,M,NA,17-Jun-16,26.3,42.4,700,moderate
126,452F4C1235,M,NA,05-Sep-18,26.5,41.6,785,moderate
382,9.89001E+14,M,NA,05-Sep-18,25.1,29.6/35.2,720,moderate
514,9.82126E+14,M,NA,10-Jun-19,27.3,35.7,745,moderate
60,501D51652B,M,NA,05-Jun-01,26.5,36.8,830,moderate
67,4265184E*79,M,NA,21-May-02,31.9,36.6,1340,moderate
27,502029074F,M,NA,21-May-03,30.4/29.5,36.5,920,moderate
34,501F6D020B,M,NA,28-May-03,30.0/29.5,37.6,1120,moderate
132,452F171D57,M,NA,27-May-07,28.1/27.7,44.1,1030,moderate
220,4B211B2702,M,NA,01-Jun-08,27.4,41.7,690,moderate
149,452F040049,M,NA,01-Apr-10,31.4,43.0,1680,moderate
303,9.85121E+14,M,NA,28-May-10,26.1,42.9/42.5,760,moderate
320,9.85121E+14,M,NA,17-May-12,25,38.1,400,moderate
362,4A7D60504E,M,NA,14-May-13,21.5,45.7,390,moderate
504,9.82126E+14,M,NA,10-Jun-19,27.1,37.6,740,moderate
41,43055D1940,M,NA,27-May-01,23.8,36.0,700,moderate
3,42643B7555,M,NA,21-May-03,23.2/22.1,26.0,540,moderate
239,4B1D590530,M,NA,23-May-09,32.7,36.6,1140,moderate
160.2,490D624539,M,NA,20-May-10,27.1,34.0,850,moderate
119,4534096F08,M,NA,13-May-13,31.5,16.6/22.3,1580,moderate
32,501D5C3C06,M,NA,27-May-01,33.2,43.6,1510,moderate
81,44140B373D,M,NA,21-May-03,25.2/25.2,38.3,630,moderate
81,44140B373D,M,NA,04-Jun-05,27.9,46.2,810,moderate
141,453152475C,M,NA,27-May-06,29.9,48.1,960,moderate
165,491A0C6337,M,NA,27-May-07,31.3/30.4,28.8,1010,moderate
453,9.82E+14,M,NA,23-Apr-18,NA,30.8,NA,moderate
301,9.85121E+14,M,NA,17-Jun-16,28.6,41.4,1040,moderate
298,9.85121E+14,M,NA,05-Sep-18,30,42.8/42.4,1055,moderate
303,9.85121E+14,M,NA,05-Sep-18,30.3,NA,1250,moderate
155,4B21306A37,M,NA,28-May-10,26.1,31.8,850,moderate
222,4B1D7F2658,M,NA,23-Apr-18,30,33.2/35.5,1140,moderate
134,452E797545,M,NA,05-Sep-18,30.8,41.9,1250,moderate
447,9.82E+14,M,NA,05-Sep-18,31.1,37.1,1490,moderate
493,9.82E+14,M,NA,05-Sep-18,24.2,40.9,580,moderate
1,41390A6F12,M,NA,04-Jun-05,28,22.2/30.9,1080,moderate
287,9.85121E+14,M,NA,05-Sep-18,29,45.0,980,moderate
84,442123276E,M,NA,27-May-05,32.8,34.1,1510,moderate
81,4B21483C53,M,NA,24-May-09,31.1,40.8,1410,moderate
74,50201F494E,M,NA,01-Jun-08,26.1,40.5,880,moderate
84,442123276E,M,NA,21-May-03,29.4/29.6,45.2,1270,moderate
535,9.82126E+14,M,NA,12-Jun-19,28.7,37.8,1030,moderate
148,452F2C3E1C,M,NA,27-May-06,30.5,37.5,1150,moderate
457,9.82E+14,M,NA,24-Apr-18,30,43.2,1180,moderate
84,442123276E,M,NA,05-Sep-18,36,38.5,2050,moderate
499,9.82E+14,M,NA,05-Sep-18,27.4,42.5,780,moderate
189,4B1E047C00,M,NA,24-May-08,25.7,42.7,760,moderate
194,4B1D505A3F,M,NA,24-May-08,34.4,47.1,1720,moderate
200,4B1D4D1A65,M,NA,24-May-08,33.4,32.8,1400,moderate
148,452F2C3E1C,M,NA,25-May-08,31,36.4,1090,moderate
208,4B21324021,M,NA,25-May-08,31.9,50.4,970,moderate
209,4B21393847,M,NA,25-May-08,29.2,43.6,940,moderate
18,41386F7E45,M,NA,26-May-08,39.6,42.0,2430,moderate
94,4424776217,M,NA,26-May-08,32.8,42.0,1210,moderate
112,442A6A5268,M,NA,26-May-08,29.6,42.6,1210,moderate
200,4B1D4D1A65,M,NA,26-May-09,32.1,52.3,1340,moderate
298,9.85121E+14,M,NA,19-May-10,26.9,33.3/36.1,1080,moderate
175,49184E4F19,M,NA,27-May-10,30.5,41.1,1120,moderate
189,4B1E047C00,M,NA,17-May-12,31.5,44.7,1360,moderate
304,9.85121E+14,M,NA,17-May-12,33.4,33.2/35.7,1430,moderate
213,4B21205260,M,NA,18-May-12,30.5,44.9,1160,moderate
329,9.85121E+14,M,NA,18-May-12,29.1,42.8,940,moderate
75,4306020477,M,NA,25-May-12,31.4,46.7,1100,moderate
138,452E2F4B36,M,NA,25-May-12,30.3,45.5,1070,moderate
175,49184E4F19,M,NA,25-May-12,32.2,31.8/34.5,1180,moderate
194,4B1D505A3F,M,NA,25-May-12,40.5,44.1,3170,moderate
298,9.85121E+14,M,NA,25-May-12,29.5,42.4,1090,moderate
375,9.89001E+14,M,NA,21-May-13,32.8,45.8,1140,moderate
379,9.89001E+14,M,NA,21-May-13,23.2,57.3,505,moderate
386,9.89001E+14,M,NA,21-May-13,29.1,33/35.3,905,moderate
392,9.89001E+14,M,NA,21-May-13,23.9,36.8,610,moderate
213,4B21205260,M,NA,11-Apr-14,32.3,30.8,1420,moderate
119,4534096F08,M,NA,23-Apr-18,39.5,38.5,2840,moderate
134,452E797545,M,NA,24-Apr-18,30,35.7,1215,moderate
269,9.85121E+14,M,NA,24-Apr-18,26.8,45.8,850,moderate
312,9.85121E+14,M,NA,24-Apr-18,29.7,50.0,1165,moderate
439,9.89001E+14,M,NA,24-Apr-18,29.9,22.4/31.2,1140,moderate
203,4B1D7A3F5B,M,NA,05-Sep-18,27.4,37.6,805,moderate
84,442123276E,M,NA,10-Jun-19,36.3,34.3,1785,moderate
95,442A19435C,M,NA,10-Jun-19,33,40.8,1175,moderate
209,4B21393847,M,NA,10-Jun-19,33.3,30.3/ 31.7,1240,moderate
273,9.85121E+14,M,NA,10-Jun-19,32.2,47.6,985,moderate
331,9.85121E+14,M,NA,10-Jun-19,30.7,42.3,1100,moderate
376,9.89001E+14,M,NA,10-Jun-19,30,45.0,1205,moderate
499,9.82E+14,M,NA,10-Jun-19,26.8,41.9,670,moderate
189,4B1E047C00,M,NA,12-Jun-19,31.8,39.5,1460,moderate
18,41386F7E45,M,NA,28-May-01,31.9,41.2,1220,moderate
45,50201F0266,M,NA,28-May-01,29.5,33.1,810,moderate
37,42652B0826,M,NA,21-May-02,34.7,43.6,1360,moderate
18,41386F7E45,M,NA,21-May-03,35.6,47.0,1690,moderate
92,442A0A5B7B,M,NA,22-May-03,33,40.0,1310,moderate
94,4424776217,M,NA,22-May-03,29.5/29.8,46.6,960,moderate
37,42652B0826,M,NA,28-May-03,33.5,51.0,1430,moderate
96,442A17531E,M,NA,28-May-03,33.4,45.0,1420,moderate
97,4425730508,M,NA,28-May-03,35.2,30.5/33.4,1600,moderate
100,4428542B39,M,NA,29-May-03,29.7/29.1,47.1,1020,moderate
101,4427624047,M,NA,29-May-03,33.5,45.4,1570,moderate
105,4425100F7F,M,NA,29-May-03,32,49.4,1350,moderate
106,501F650D17,M,NA,29-May-03,31.6,35.0,1500,moderate
109,44222F444B,M,NA,29-May-03,30.6,47.0,1320,moderate
112,442A6A5268,M,NA,29-May-03,29.5/29.5,44.1,1140,moderate
124,4535452147,M,NA,27-May-05,32.1,47.4,1190,moderate
65,426373040B,M,NA,28-May-05,35.9,44.5,1820,moderate
45,50201F0266,M,NA,27-May-06,29.4,39.9,1090,moderate
94,4424776217,M,NA,27-May-06,32,46.6,1290,moderate
150,452E626F01,M,NA,27-May-06,29.3,48.6,1220,moderate
73,42642E0A6E,M,NA,28-May-06,35.3,41.7,1730,moderate
154,452E33010A,M,NA,28-May-06,37.5,35.7,1760,moderate
84,442123276E,M,NA,04-Jun-06,35.3,42.8,2020,moderate
95,442A19435C,M,NA,04-Jun-06,26.3,47.7,800,moderate
154,see notes,M,NA,04-Jun-06,27.5,49.6,670,moderate
45,50201F0266,M,NA,27-May-07,30.3/30.9,48.1,1090,moderate
97,4425730508,M,NA,27-May-07,35.5/35.1,38.3,1440,moderate
116,452E750E4B,M,NA,27-May-07,33.5/33.5,38.5,1520,moderate
138,452E2F4B36,M,NA,27-May-07,29.5/28.0,43.2/42.9,990,moderate
150,452E626F01,M,NA,27-May-07,32.0/31.0,48.3/48.1,1450,moderate
166,4919724C4A,M,NA,27-May-07,34.2/32.0,48.4/47.4,1530,moderate
37,42652B0826,M,NA,02-Jun-07,33.2/33.3,39.3/39.6,1690,moderate
95,442A19435C,M,NA,03-Jun-07,27.7/27.7,46.8/46.5,870,moderate
95,442A19435C,M,NA,01-Jun-08,28.6,44.5/44.3,1000,moderate
60,501D51652B,M,NA,23-May-09,29.5,47.9/47.3,900,moderate
72,4264176E36,M,NA,23-May-09,39,41.4/40.4,2360,moderate
143,44294B0665,M,NA,23-May-09,32.5,41.0,1550,moderate
150,452E626F01,M,NA,23-May-09,32.3,42.0,1740,moderate
209,4B21393847,M,NA,23-May-09,29.8,48.7,1090,moderate
241,4B2112535F,M,NA,23-May-09,30.1,46.2,1090,moderate
109,44222F444B,M,NA,24-May-09,31.6,46.9,1320,moderate
134,452E797545,M,NA,24-May-09,28.1,43.8,980,moderate
45,50201F0266,M,NA,31-May-09,30.5,42.3,1035,moderate
231,4B213A523C,M,NA,31-May-09,22,45.2,560,moderate
105,4425100F7F,M,NA,01-Apr-10,32,41.8,1350,moderate
268,9.85121E+14,M,NA,19-May-10,34.4,40.9,1510,moderate
280,9.85121E+14,M,NA,20-May-10,28.8,34.6,1070,moderate
160,490E512142,M,NA,21-May-10,30.5,44.1,1180,moderate
302,9.85121E+14,M,NA,28-May-10,32.9,48.1,1310,moderate
268,9.85121E+14,M,NA,13-May-13,34.5,40.9,1555,moderate
394,9.89001E+14,M,NA,22-May-13,29.3,43.8,1045,moderate
412,9.89001E+14,M,NA,11-Apr-14,26.9,34.0/36.9,790,moderate
119,4534096F08,M,NA,17-Jun-16,36.3,48.6,2025,moderate
138,452E2F4B36,M,NA,23-Apr-18,30,43.1,1355,moderate
160.2,490D624539,M,NA,23-Apr-18,36.2,35.6,2280,moderate
300,9.85121E+14,M,NA,24-Apr-18,29.8,48.2,1070,moderate
138,452E2F4B36,M,NA,05-Sep-18,31.5,41.4,1410,moderate
145,453F587730,M,NA,05-Sep-18,29,47.3,1125,moderate
248,4B004E146A,M,NA,05-Sep-18,31,41.8,1410,moderate
301,9.85121E+14,M,NA,05-Sep-18,32,41.0,1510,moderate
312,9.85121E+14,M,NA,05-Sep-18,31.5,40.7,1300,moderate
319,9.85121E+14,M,NA,05-Sep-18,30.5,40.7,1200,moderate
449,9.82E+14,M,NA,05-Sep-18,27.2,29.2/34.8,770,moderate
480,9.82E+14,M,NA,05-Sep-18,31.2,34.0,1500,moderate
502,9.82E+14,M,NA,05-Sep-18,24.3,40.0,720,moderate
138,452E2F4B36,M,NA,10-Jun-19,32.3,37.8,1320,moderate
167,491A285B17,M,NA,10-Jun-19,32,43.9,1325,moderate
262,414F040C64,M,NA,10-Jun-19,29.6,34.8,1015,moderate
65,426373040B,M,NA,21-May-02,30.8,41.5,1180,moderate
3,Juv.,NA,Juv,13-Nov-98,11.7,41.1,73,moderate
24,N/A,NA,Juv,28-May-99,14.1,39.1,120,moderate
31,5020165301,NA,Juv,31-May-00,10,42.6,35,moderate
121,452F2B2D0A,NA,NA,27-May-05,24.5,36.5,450,moderate
414,9.89001E+14,NA,NA,13-May-14,20.1,28.3,405,moderate
125,453F733154,NA,NA,21-May-14,27.2,36.1,775,moderate
416,9.89001E+14,NA,NA,21-May-14,12.1,19.6,81.9,moderate
417,9.89001E+14,NA,NA,21-May-14,22.3,31.3,390,moderate
418,9.89001E+14,NA,NA,21-May-14,31.7,41.9,1390,moderate
419,9.89001E+14,NA,NA,21-May-14,27.9,38.7,1010,moderate
420,9.89001E+14,NA,NA,21-May-14,21.4,30.3,415,moderate
421,9.89001E+14,NA,NA,21-May-14,23.8,31.2,480,moderate
422,9.89001E+14,NA,NA,21-May-14,14,21.9,1990,moderate
423,9.89001E+14,NA,NA,21-May-14,25.6,35.5,670,moderate
424,9.82E+14,NA,NA,12-May-15,18.2,24.3,260,moderate
425,9.82E+14,NA,NA,12-May-15,20.4,29.5,340,moderate
426,9.82E+14,NA,NA,12-May-15,22,32.0,650,moderate
427,9.82E+14,NA,NA,12-May-15,12.9,21.4,130,moderate
428,9.82E+14,NA,NA,12-May-15,21.3,30.5,398,moderate
429,9.82E+14,NA,NA,12-May-15,17,22.8,170,moderate
430,9.82E+14,NA,NA,12-May-15,19,26.9,290,moderate
431,9.82E+14,NA,NA,12-May-15,26.5,38.0,560,moderate
432,9.82E+14,NA,NA,21-May-15,17.3,22.7,210,moderate
433,9.89001E+14,NA,NA,13-May-16,19.2,29.0,310,moderate
434,9.82E+14,NA,NA,13-May-16,17.2,28.3,300,moderate
418,9.89001E+14,NA,NA,22-May-16,30.1,42.4,1223,moderate
419,9.89001E+14,NA,NA,22-May-16,28,40.2,890,moderate
435,9.82E+14,NA,NA,22-May-16,15.7,NA,155,moderate
436,9.82E+14,NA,NA,22-May-16,21.7,32.6,370,moderate
437,9.82E+14,NA,NA,22-May-16,22.6,28.6,430,moderate
438,9.82E+14,NA,NA,22-May-16,15.8,23.0,190,moderate
NA,NA,NA,NA,17-Jun-16,NA,NA,NA,moderate
443,9.82E+14,NA,NA,14-May-17,NA,NA,480,moderate
444,9.82E+14,NA,NA,14-May-17,NA,NA,660,moderate
445,9.82E+14,NA,NA,14-May-17,NA,NA,250,moderate
446,9.82E+14,NA,NA,14-May-17,NA,NA,190,moderate
447,9.82E+14,NA,NA,14-May-17,NA,NA,1180,moderate
461,9.82E+14,NA,NA,13-May-18,21.3,31.8,460,moderate
462,9.82E+14,NA,NA,13-May-18,32.1,43.2,550,moderate
463,9.82E+14,NA,NA,13-May-18,21.1,29.6,335,moderate
464,9.82E+14,NA,NA,13-May-18,19.2,26.9,255,moderate
465,9.82E+14,NA,NA,13-May-18,23.9,36.0,560,moderate
466,9.82E+14,NA,NA,13-May-18,14.9,23.3,170,moderate
467,9.82E+14,NA,NA,13-May-18,18.1,28.3,290,moderate
443,9.82E+14,NA,NA,21-May-18,29.2,40.7,780,moderate
468,9.82E+14,NA,NA,21-May-18,19.7,27.0,285,moderate
469,9.82E+14,NA,NA,21-May-18,27.9,35.5,794,moderate
470,9.82E+14,NA,NA,21-May-18,20.9,28.2,320,moderate
471,9.82E+14,NA,NA,21-May-18,18.6,28.1,280,moderate
472,9.82E+14,NA,NA,21-May-18,19,27.2,310,moderate
473,9.82E+14,NA,NA,21-May-18,19.1,26.2,305,moderate
