animal_id,sex,age,date,svl,tail-length,body-mass,feeding
104A,female,23.7,5/14/04,31.3,39.2,1329,moderate
104B,male,NA,3/12/98,34.3,43.4,1810,moderate
104B,female,NA,3/22/00,33.5,43.5,1880,moderate
105A,male,NA,3/20/86,26.35,38.1,811,moderate
105A,male,NA,3/21/88,34.29,45.72,1585,moderate
105A,male,NA,3/22/90,38.74,51.12,2335,moderate
105A,male,NA,3/22/92,43.18,55.25,3465,moderate
105A,male,NA,3/15/93,46,55.9,3593,moderate
105B,male,2.5,3/21/86,14.92,20.32,127,moderate
105B,male,4.5,3/21/88,18.42,25.4,285,moderate
105B,male,6.5,3/22/90,22.23,31.12,400,moderate
105B,male,8.5,3/22/92,28.89,38.42,995,moderate
105B,male,9.5,3/15/93,30,42.1,1239,moderate
105B,male,10.5,3/21/94,34.4,45.1,1800,moderate
105B,male,11.5,3/20/95,38.2,48,2437,moderate
105B,male,12.5,3/24/96,42.2,50.8,3375,moderate
105B,male,17.7,5/12/01,46.5,53.5,4195,moderate
105C,male,NA,3/22/92,38.74,47.31,2180,moderate
105C,male,NA,3/15/93,39.6,48.1,2588,moderate
105C,male,NA,5/18/02,45.5,52.2,3839,moderate
105D,female,NA,5/21/15,20,26.6,360,moderate
105D,female,NA,5/18/16,22.1,28.4,350,moderate
105D,female,NA,5/19/19,24.2,32.3,555,moderate
106A,female,NA,3/20/86,32.7,40.64,1480,moderate
106A,female,NA,3/21/88,34.29,41.28,1435,moderate
106A,female,NA,3/22/90,35.56,NA,1870,moderate
106A,female,NA,3/22/92,36.2,NA,1847,moderate
106A,female,NA,3/15/93,35.7,NA,2808,moderate
106A,female,NA,3/21/94,37.5,NA,2200,moderate
106A,female,NA,3/21/95,37.6,NA,2050,moderate
106A,female,NA,3/23/96,36,NA,2150,moderate
106A,female,NA,3/12/98,36.5,NA,1910,moderate
106A,female,NA,3/21/00,37.5,NA,1980,moderate
106A,female,NA,5/11/01,36.5,NA,2080,moderate
106A,female,NA,6/19/01,36.5,NA,NA,moderate
106A,female,NA,5/19/02,36.5,NA,1900,moderate
106A,female,NA,6/23/02,36.5,NA,NA,moderate
106B,male,7.5,3/21/86,22.86,30.8,507,moderate
106B,male,9.5,3/21/88,27.31,36.2,890,moderate
106C,male,NA,5/14/08,25.5,NA,517,moderate
106C,male,NA,5/20/09,26,NA,640,moderate
107A,female,5.5,3/20/86,18.42,25.08,258,moderate
107A,female,7.5,3/21/88,20.96,27.94,380,moderate
107A,female,9.5,3/22/92,25.4,31.75,636,moderate
107A,female,11.5,3/22/94,26.5,31.7,688,moderate
107A,female,12.5,3/21/95,28,33,835,moderate
107B,male,3.5,3/12/98,16.3,22.5,200,moderate
107B,male,8.7,5/18/03,22.7,29.5,453,moderate
107B,male,9.7,5/14/04,23.9,30.2,490,moderate
107B,male,10.7,5/12/05,24.4,31.3,527,moderate
107B,male,13.7,5/14/08,28,35.7,705,moderate
107B,male,14.7,5/22/09,30,36.5,1385,moderate
107B,male,15.5,4/3/10,29.6,37.1,1110,moderate
107B,male,16.7,5/21/11,33,39.5,1125,moderate
107B,male,18.7,5/20/13,34.6,40.6,1422,moderate
107B,male,20.7,5/21/15,36.2,41.2,1425,moderate
107B,male,21.7,5/18/16,36.5,41.1,1425,moderate
107C,female,NA,5/21/15,20.8,27.6,390,moderate
107C,female,NA,5/22/16,22,28.9,460,moderate
108A,female,NA,3/20/86,27.31,32.7,779,moderate
108A,female,NA,3/21/94,27,33,670,moderate
108A,female,NA,3/20/95,27.7,32.2,768,moderate
108A,female,NA,3/24/96,27.7,32.2,850,moderate
108A,female,NA,3/12/98,27.6,33.3,750,moderate
108A,female,NA,3/21/00,28.5,32.3,775,moderate
108B,male,NA,3/22/00,36,41,1635,moderate
108B,male,NA,5/12/01,NA,NA,NA,moderate
108C,female,NA,5/21/15,20.3,27.6,350,moderate
108C,female,NA,5/19/19,24,32.6,523,moderate
109A,male,NA,3/20/86,27.31,35.56,744,moderate
109A,male,NA,3/21/88,33.34,41.28,1465,moderate
109A,male,NA,3/22/90,38.1,45.72,2220,moderate
109A,male,NA,3/22/92,43.18,49.53,3410,moderate
109A,male,NA,3/21/94,46.9,50,4160,moderate
109A,male,NA,5/14/01,47.5,NA,4840,moderate
109A,male,NA,5/18/02,45,NA,4420,moderate
109B,male,2.7,5/12/01,15.6,21.7,160,moderate
109B,male,5.7,5/15/04,20,26.4,340,moderate
109B,male,6.7,5/11/05,22,28.8,460,moderate
109B,male,10.7,5/22/09,32.4,41,1440,moderate
109B,male,12.7,5/21/11,36,45.4,1760,moderate
109B,male,14.7,5/20/13,37.5,46.7,1925,moderate
109B,male,16.7,5/21/15,NA,NA,NA,moderate
109C,female,NA,5/21/15,20.6,27.7,310,moderate
109C,female,NA,5/18/16,22.7,29.7,455,moderate
109C,female,NA,5/19/19,24.5,33,600,moderate
100/0A,male,13.5,3/22/92,38.42,51.12,2155,moderate
100/0A,male,14.5,3/15/93,42,51.2,2822,moderate
100/0A,male,15.5,3/21/94,43.2,53.8,3310,moderate
110A,male,7.5,3/20/86,22.54,30.64,450,moderate
110A,male,9.5,3/21/88,26.99,36.83,875,moderate
110A,male,11.5,3/22/90,30.16,39.37,980,moderate
110A,male,13.5,3/22/92,31.12,41.59,1321,moderate
110A,male,15.5,3/22/94,37.3,45.5,1970,moderate
110A,male,16.5,3/20/95,38.5,46.5,2485,moderate
110B,female,2.7,5/12/01,15.2,21.6,170,moderate
110B,female,3.7,5/18/02,17,23.8,190,moderate
110B,female,6.7,5/11/05,21.2,28.8,381,moderate
110B,female,9.7,5/14/08,24,31.8,560,moderate
110B,female,10.7,5/20/09,25.2,32.5,652,moderate
110B,female,11.7,5/16/10,25,32.7,645,moderate
110B,female,12.7,5/21/11,27,34.2,675,moderate
110B,female,14.7,5/20/13,26.2,35,760,moderate
110B,female,16.7,5/20/15,27.3,34.2,888,moderate
110B,female,17.7,5/17/16,27.5,35.6,845,moderate
110B,female,18.7,5/19/17,27.3,35.3,865,moderate
111A,male,NA,3/21/88,46.04,53.66,4570,moderate
111B,female,NA,5/12/01,26.5,34.5,735,moderate
111B,female,NA,5/14/08,28.3,35.4,805,moderate
111B,female,NA,5/16/10,28.1,36,992,moderate
111C,male,4.7,5/18/02,19.5,NA,304,moderate
111C,male,7.7,5/11/05,24,NA,555,moderate
111C,male,10.7,5/14/08,33,NA,1355,moderate
111C,male,11.7,5/22/09,36,NA,1780,moderate
112A,male,NA,3/21/88,33.02,37.15,1380,moderate
113A,male,5.5,3/21/88,18.73,25.08,257,moderate
113A,male,7.5,3/22/90,20,26.67,245,moderate
113A,male,9.5,3/23/92,21.9,28.58,394,moderate
113A,male,11.5,3/21/94,25.2,32,602,moderate
113A,male,12.5,3/21/95,27.5,33.5,768,moderate
113A,male,13.5,3/23/96,30.1,36.2,1054,moderate
113A,male,15.5,3/12/98,34.7,40.6,1750,moderate
113A,male,17.5,3/21/00,39,45,2565,moderate
113A,male,18.7,5/11/01,41,46.1,2745,moderate
113A,male,19.7,5/18/02,42.8,47,3437,moderate
113A,male,20.7,5/16/03,44.2,47.2,3600,moderate
113B,female,3.7,5/18/02,16.8,22.3,175,moderate
113B,female,5.7,5/15/04,19.7,26,275,moderate
113B,female,9.7,5/14/08,23.7,30.9,547,moderate
113B,female,12.7,5/21/11,25,31.8,543,moderate
113B,female,14.7,5/19/13,25.8,32.5,610,moderate
113B,female,16.7,5/21/15,27,32.6,765,moderate
113B,female,17.7,5/18/16,27,33.5,750,moderate
113B,female,18.7,5/19/17,27,33.5,761,moderate
113B,female,20.7,5/19/19,27,33.6,770,moderate
114A,male,NA,3/22/92,37.47,45.72,2260,moderate
114A,male,NA,3/21/95,42.7,48.7,3063,moderate
114B,female,NA,5/12/01,27.8,34.4,835,moderate
114B,female,NA,5/18/02,27,34.2,713,moderate
115A,female,NA,3/22/92,29.21,37.78,1008,moderate
115A,female,NA,3/21/94,29.8,37.6,1040,moderate
115A,female,NA,3/20/95,31,38.5,1120,moderate
115A,female,NA,3/21/00,30.5,39.5,1120,moderate
115A,female,NA,6/16/01,31,39.6,NA,moderate
115A,female,NA,6/22/02,30.5,39,1138,moderate
115A,female,NA,5/15/04,32,39,1105,moderate
115B,male,NA,3/22/00,31.3,38.2,1625,moderate
115B,male,NA,5/11/01,33,37.7,1490,moderate
116A,male,NA,3/15/82,40.64,46.99,2450,moderate
116A,male,NA,3/21/88,46.04,50.17,3585,moderate
116B,female,2.8,5/12/01,14.5,19,100,moderate
116B,female,3.8,6/30/02,17.2,22.6,165,moderate
116B,female,5.7,5/15/04,20.2,26.2,345,moderate
116B,female,9.7,5/14/08,24.3,31.4,595,moderate
116B,female,10.7,5/20/09,25,32,760,moderate
116B,female,12.7,5/22/11,26,33.6,785,moderate
116B,female,13.7,5/19/13,28,34.3,970,moderate
116B,female,15.7,5/21/15,28.6,34.7,922,moderate
116C,male,NA,5/18/02,22.5,28.1,447,moderate
116C,male,NA,5/22/11,26.5,31.3,755,moderate
116C,male,NA,5/19/13,27.9,32.5,800,moderate
116C,male,NA,5/21/15,27.3,32.6,740,moderate
117A,female,NA,3/22/92,25.4,33.02,625,moderate
117A,female,NA,3/15/93,26.2,33.5,686,moderate
117A,female,NA,3/21/94,25.8,33.7,685,moderate
117B,male,NA,3/22/00,34,41,1905,moderate
117C,female,6.7,5/21/15,19.9,25.7,330,moderate
117C,female,7.7,5/23/16,21.6,27.1,427,moderate
118A,male,NA,3/23/92,32.39,40.64,1348,moderate
118A,male,NA,3/22/94,34.6,42,1600,moderate
118A,male,NA,3/20/95,35,42.3,1955,moderate
118A,male,NA,3/23/96,37.5,45,2460,moderate
118A,male,NA,3/12/98,39.2,47.4,3070,moderate
118A,male,NA,3/21/00,41,47.5,3240,moderate
118A,male,NA,5/11/01,41,48.2,2945,moderate
118A,male,NA,5/18/02,NA,NA,NA,moderate
118B,female,5.7,5/12/01,19.6,27.1,290,moderate
118B,female,6.7,5/18/02,20.4,28.4,326,moderate
118B,female,14.7,5/16/10,24.5,32.7,638,moderate
118B,female,19.7,5/20/15,27,33.9,747,moderate
118B,female,20.7,5/18/16,26.9,33.5,719,moderate
118B,female,21.7,5/19/17,26.5,33.4,755,moderate
118B,female,23.7,5/23/19,27.1,33.3,843,moderate
119A,female,7.5,3/23/92,21.59,29.53,353,moderate
119A,female,9.5,3/22/94,24.5,32.6,605,moderate
119A,female,10.5,3/21/95,27,35.5,735,moderate
119A,female,15.5,3/22/00,32,39.5,1290,moderate
119A,female,16.7,5/11/01,33.2,40,NA,moderate
119A,female,17.7,5/19/02,33.1,40.6,1441,moderate
119A,female,17.8,7/7/02,33.1,NA,NA,moderate
119A,female,18.7,5/3/03,33.5,40,NA,moderate
119B,male,7.5,3/22/00,24.2,31.5,613,moderate
119B,male,11.7,5/15/04,24.7,31.8,527,moderate
119B,male,15.7,5/14/08,27,35,758,moderate
119B,male,17.7,5/16/10,29.7,37,1030,moderate
119B,male,20.7,5/20/13,31.3,38.8,1146,moderate
119B,male,23.7,5/18/16,32.5,38.2,1125,moderate
119B,male,24.7,5/19/17,31.7,38.7,1290,moderate
119B,male,26.7,5/19/19,31.8,37.9,1290,moderate
120A,female,NA,3/20/86,28.58,38.74,950,moderate
120/0A,female,5.5,3/21/88,18.73,25.08,225,moderate
120/0A,female,7.5,3/22/90,21.27,28.89,422,moderate
120/0A,female,9.5,3/22/92,25.4,32.7,630,moderate
120/0A,female,11.5,3/21/94,28.7,35.5,920,moderate
120/0A,female,12.5,3/21/95,31,37.6,1293,moderate
120/0A,female,17.5,3/21/00,NA,NA,NA,moderate
120/0B,male,7.7,5/11/01,22.2,29.8,464,moderate
120/0B,male,8.7,5/18/02,22.5,31,435,moderate
120/0B,male,9.7,5/18/03,23.5,31.7,535,moderate
120/0,male,11.7,5/11/05,24.7,32.5,585,moderate
120/0,male,14.7,5/14/08,28.6,36,862,moderate
120/0,male,15.7,5/20/09,32,39.1,1380,moderate
120/0,male,16.7,5/16/10,34.1,41.7,1700,moderate
121A,male,6.5,3/21/88,20.96,27.94,385,moderate
121A,male,8.5,3/24/90,23.5,31.12,503,moderate
121A,male,10.5,2/22/92,25.72,33.66,694,moderate
121A,male,11.5,3/15/93,26.5,34.5,781,moderate
121A,male,12.5,3/22/94,28.7,36.3,986,moderate
121B,female,3.7,5/12/01,17.2,22.7,195,moderate
121B,female,5.7,5/18/03,19,24.4,227,moderate
121B,female,6.7,5/14/04,19.2,25.3,300,moderate
121B,female,7.7,5/12/05,21.1,27.2,412,moderate
121B,female,10.7,5/16/08,25.8,31.6,680,moderate
121B,female,13.7,5/22/11,27,33,740,moderate
122A,male,4.5,3/21/88,17.78,24.13,215,moderate
122A,male,6.5,3/22/90,21.27,29.53,430,moderate
122A,male,8.5,3/22/92,25.08,33.02,653,moderate
122A,male,10.5,3/21/94,32,38.2,1310,moderate
122A,male,11.5,3/21/95,35,42,1750,moderate
122A,male,12.5,3/23/96,40,44.7,2590,moderate
122A,male,14.5,3/12/98,45.1,49.5,4160,moderate
122A,male,16.5,3/21/00,45,51.5,4800,moderate
122A,male,17.7,5/11/01,46,52,4195,moderate
122A,male,18.7,5/18/02,47,51.7,3961,moderate
122A,male,19.7,5/16/03,46,52.1,4443,moderate
122B,female,4.7,5/12/01,18,24.5,230,moderate
122B,female,5.7,5/18/02,19,26.4,252,moderate
122B,female,6.7,5/16/03,20.5,28,330,moderate
122B,female,7.7,5/14/04,21.1,29.3,325,moderate
122B,female,8.7,5/11/05,22.2,30.6,457,moderate
122B,female,14.7,5/21/11,28,37.1,980,moderate
122B,female,16.7,5/20/13,29.5,38.7,1051,moderate
122B,female,18.7,5/21/15,31,40,1115,moderate
122B,female,20.7,5/19/17,31.1,40.8,1190,moderate
124A,male,7.5,3/21/88,22.23,28.26,445,moderate
124A,male,9.5,3/22/90,24.45,31.43,572,moderate
124A,male,11.5,3/23/92,26.67,33.34,740,moderate
124A,male,13.5,3/21/94,30.8,37.6,1230,moderate
124B,female,NA,5/12/01,25.5,33.6,660,moderate
124B,female,NA,5/16/03,26.3,33.8,770,moderate
124B,female,NA,5/14/08,27.1,34.8,743,moderate
124B,female,NA,5/22/11,27.5,35.5,760,moderate
124B,female,NA,5/21/15,28.5,35.7,845,moderate
124B,female,NA,5/18/16,28,36.1,825,moderate
124B,female,NA,5/19/17,28,36.2,845,moderate
124B,female,NA,6/4/18,27.8,35.8,770,moderate
124B,female,NA,5/23/19,28.1,35.2,815,moderate
125A,male,NA,3/21/88,26.67,33.66,775,moderate
125A,male,NA,3/23/92,31.12,38.1,1162,moderate
125B,male,8.5,3/12/98,24.6,32.3,500,moderate
125B,male,10.5,3/22/00,24.5,32.7,610,moderate
125C,female,4.7,5/12/01,18,25.3,235,moderate
125C,female,7.7,5/14/04,22,29.4,320,moderate
125C,female,11.7,5/14/08,25.2,33.5,650,moderate
125C,female,13.7,5/16/10,25.5,34.1,797,moderate
126A,male,NA,3/21/88,30.16,38.1,1015,moderate
126A,male,NA,3/22/90,32.39,41.28,1385,moderate
126B,female,NA,5/12/01,27.2,35,760,moderate
126C,male,2.7,5/18/02,15.1,20.3,129,moderate
126C,male,11.7,5/21/11,27.1,35.8,907,moderate
127A,female,NA,3/21/88,30.48,36.83,1095,moderate
127A,female,NA,3/22/90,30.48,38.1,1135,moderate
127A,female,NA,3/22/92,32.39,39.69,1390,moderate
127B,male,7.7,5/11/01,23.2,32.2,560,moderate
127B,male,8.7,5/18/02,24.2,34,574,moderate
127C,female,NA,5/17/16,27.2,33.5,760,moderate
128A,male,6.5,3/21/88,20.32,27.94,347,moderate
128A,male,10.5,3/22/92,26.67,33.97,810,moderate
128A,male,11.5,3/15/93,30,37.7,1125,moderate
128A,male,12.5,3/22/94,33,39.5,1506,moderate
128A,male,13.5,3/20/95,35.5,43.3,2020,moderate
128A,male,20.8,6/20/02,40,44.6,2845,moderate
128B,male,NA,3/22/94,26.4,33.8,625,moderate
128B,male,NA,3/20/95,27.7,35.1,801,moderate
128B,male,NA,3/23/96,29.2,37.5,955,moderate
128B,male,NA,3/12/98,34.2,42.5,1680,moderate
128B,male,NA,3/21/00,38,45.3,2205,moderate
128B,male,NA,5/11/01,37.5,45.1,2168,moderate
128B,male,NA,5/16/03,39.7,44.6,2827,moderate
128B,male,NA,5/14/08,40.6,45.5,2648,moderate
130A,female,NA,3/20/86,27.31,35.88,800,moderate
130A,female,NA,3/21/88,29.53,36.2,995,moderate
130A,female,NA,3/22/90,29.53,37.47,1035,moderate
130A,female,NA,3/23/92,31.12,38.1,1160,moderate
130B,male,NA,3/21/94,35,NA,1360,moderate
130B,male,NA,3/20/95,35.3,NA,1765,moderate
130B,male,NA,3/23/96,35.6,NA,1830,moderate
130C,female,NA,5/18/16,25.6,33.4,660,moderate
132A,male,NA,3/21/88,35.88,43.18,1905,moderate
132A,male,NA,3/22/90,36.2,43.82,1505,moderate
132A,male,NA,3/22/92,35.24,44.45,1690,moderate
132A,male,NA,3/15/93,35.5,43.7,1663,moderate
132A,male,NA,3/20/95,36.7,44.6,2070,moderate
132B,female,4.7,5/18/02,18.2,24.1,199,moderate
132B,female,6.7,5/12/05,21.3,27.8,415,moderate
132B,female,10.7,5/22/09,25.5,33.1,705,moderate
132B,female,14.7,5/20/13,26.1,34.1,705,moderate
132B,female,16.7,5/21/15,26.6,34,743,moderate
132B,female,17.7,5/18/16,26.3,34,680,moderate
132B,female,18.7,5/18/17,28.4,34.5,739,moderate
133A,female,NA,3/21/88,26.04,34.93,695,moderate
133A,female,NA,3/22/90,26.99,36.51,735,moderate
133A,female,NA,3/22/92,27.94,37.15,886,moderate
133A,female,NA,3/15/93,30.2,36.8,873,moderate
133A,female,NA,3/22/94,29,38.2,1045,moderate
133A,female,NA,3/20/95,29.9,37.8,1055,moderate
133A,female,NA,3/23/96,29.5,38.4,1044,moderate
133A,female,NA,3/21/00,31.2,39.5,1335,moderate
133A,female,NA,5/12/01,31.8,40,1500,moderate
133A,female,NA,6/18/01,31.8,NA,NA,moderate
133A,female,NA,3/24/06,36.3,42,2681,moderate
133B,male,NA,3/22/94,25.1,31.5,583,moderate
133B,male,NA,3/21/95,26.2,32.5,650,moderate
133B,male,NA,3/24/96,27,34.1,820,moderate
133B,male,NA,3/12/98,30.3,37.6,1180,moderate
133B,male,NA,3/22/00,33,38.7,1630,moderate
133B,male,NA,5/11/01,33.5,39.2,1570,moderate
133B,male,NA,5/16/03,33.5,40,1543,moderate
133B,male,NA,5/14/04,33.3,40.6,1098,moderate
134A,female,NA,3/21/88,26.99,37.15,755,moderate
134A,female,NA,3/22/92,29.21,40.01,1092,moderate
134A,female,NA,3/21/95,32.6,47.2,1440,moderate
134A,female,NA,3/12/98,34.3,44,1850,moderate
134A,female,NA,5/14/01,36.1,46,1970,moderate
134A,female,NA,6/25/01,36.1,NA,NA,moderate
134A,female,NA,6/21/02,NA,NA,NA,moderate
134B,male,NA,3/22/94,32,39.5,1208,moderate
135A,male,NA,3/21/88,35.88,44.13,1595,moderate
135A,male,NA,3/22/90,37.47,47.63,2150,moderate
135A,male,NA,3/22/92,41.91,48.26,2725,moderate
135B,female,3.7,5/14/01,17.3,23.7,185,moderate
135B,female,4.7,5/19/02,18.3,24.9,285,moderate
135B,female,7.7,5/12/05,22.5,30.1,491,moderate
135B,female,12.7,5/16/10,27.5,35.1,836,moderate
135B,female,18.7,5/18/16,31,37,1090,moderate
135B,female,19.7,5/19/17,30.5,37.3,1080,moderate
136A,female,NA,3/21/88,33.97,NA,1495,moderate
136A,female,NA,3/24/90,33.02,NA,1310,moderate
136A,female,NA,3/22/92,33.02,NA,1280,moderate
136A,female,NA,7/4/01,NA,NA,NA,moderate
136A,female,NA,6/28/02,34.5,NA,1175,moderate
136B,male,NA,3/15/93,29.4,NA,914,moderate
136B,male,NA,3/21/94,30,38.2,990,moderate
136B,male,NA,3/20/95,30.5,38.8,1025,moderate
136B,male,NA,3/23/96,30.6,39.3,1080,moderate
136B,male,NA,3/12/98,32.2,41,1250,moderate
136B,male,NA,3/21/00,33.5,41,1420,moderate
136B,male,NA,5/11/01,33.1,42.2,1515,moderate
136B,male,NA,5/18/02,33.5,42,1429,moderate
136B,male,NA,5/14/04,33.5,42.9,1175,moderate
136C,male,NA,3/22/94,24.8,32.6,544,moderate
136C,male,NA,5/11/01,35,44,1675,moderate
136C,male,NA,5/18/02,36.5,44.5,1790,moderate
136C,male,NA,5/16/03,38,46.6,2560,moderate
137A,female,NA,3/21/88,26.04,35.24,745,moderate
137A,female,NA,3/22/90,27.94,37.15,800,moderate
137A,female,NA,3/22/92,28.26,37.47,900,moderate
137A,female,NA,3/15/93,29,38,924,moderate
137A,female,NA,3/21/00,34,41,1580,moderate
137A,female,NA,6/29/01,33.5,42.1,NA,moderate
137A,female,NA,5/18/02,33.7,41.1,1610,moderate
137A,female,NA,5/22/09,36.5,43.2,2183,moderate
137B,female,NA,3/22/94,24.2,30.5,477,moderate
137B,female,NA,3/12/98,29.3,35.2,910,moderate
137B,female,NA,5/14/04,30.3,37,1119,moderate
138A,male,4.5,3/21/88,17.78,24.45,221,moderate
138A,male,8.5,3/22/92,21.59,28.89,347,moderate
138A,male,10.5,3/22/94,24.7,32.2,530,moderate
138B,female,7.7,5/12/01,23.2,25.5,420,moderate
138B,female,11.7,5/11/05,23.5,26.5,527,moderate
138B,female,22.7,5/18/16,24.5,27.1,468,moderate
139A,female,NA,3/21/88,27.31,36.51,840,moderate
139A,female,NA,3/20/95,29.4,38.4,1025,moderate
139A,female,NA,3/12/98,30.8,39.1,1190,moderate
139A,female,NA,3/21/00,32.5,39.5,1200,moderate
139A,female,NA,5/18/02,31,39.7,1100,moderate
139A,female,NA,5/16/10,32.6,40,1430,moderate
139A,female,NA,5/21/11,32.5,40.6,1288,moderate
139B,male,5.7,5/12/01,19.3,NA,270,moderate
139B,male,12.7,5/14/08,21.8,NA,395,moderate
139B,male,13.7,5/22/09,23.3,NA,540,moderate
139B,male,18.7,5/20/15,27.5,NA,740,moderate
139B,male,19.7,5/18/16,27.3,NA,720,moderate
139B,male,20.7,5/19/17,26.9,NA,825,moderate
140A,male,NA,3/20/86,30.48,NA,1232,moderate
140A,male,NA,3/21/88,33.97,NA,1645,moderate
140A,male,NA,3/22/90,36.2,NA,1990,moderate
140A,male,NA,3/22/92,38.1,NA,2272,moderate
140A,male,NA,3/22/94,38.5,NA,2140,moderate
140A,male,NA,3/21/95,38.1,NA,2308,moderate
140A,male,NA,3/21/00,NA,NA,NA,moderate
140B,female,9.7,5/14/01,24.9,32.1,580,moderate
141A,female,NA,3/21/88,26.67,33.02,675,moderate
141A,female,NA,3/21/00,27.7,33.5,800,moderate
141B,male,5.7,5/18/02,18.8,26,270,moderate
141C,female,1.7,5/18/16,12.3,17,91,moderate
141C,female,2.7,5/19/17,14.3,19.1,140,moderate
141C,female,4.7,5/23/19,17.7,23.8,240,moderate
142A,female,3.5,3/21/88,15.88,21.91,137,moderate
142A,female,5.5,3/24/90,18.1,25.4,252,moderate
142A,female,7.5,3/22/92,21.27,27.62,355,moderate
142A,female,9.5,3/21/94,24.4,31.4,550,moderate
142A,female,10.5,3/20/95,26.5,33.1,815,moderate
142A,female,13.5,3/12/98,28.5,35.9,950,moderate
142A,female,15.5,3/22/00,30.5,37.5,1185,moderate
142A,female,16.7,5/12/01,33,38.7,1400,moderate
142A,female,16.8,7/1/01,33,NA,NA,moderate
142A,female,17.7,5/19/02,32.8,39.1,1483,moderate
142A,female,19.7,5/14/04,35,39.6,1735,moderate
142A,female,20.7,5/11/05,35.5,40.4,1993,moderate
142A,female,23.5,3/29/08,34,40.7,2050,moderate
142A,female,25.7,5/16/10,35,41.1,1872,moderate
142A,female,28.7,5/19/13,36,40.8,1440,moderate
142A,female,31.7,5/18/16,36,40.9,1310,moderate
142A,female,31.8,6/25/16,36.4,41.6,1285,moderate
142A,female,31.9,9/8/16,36.4,40.4,1205,moderate
142B,male,NA,5/12/01,26.3,34.5,785,moderate
143A,female,5.5,3/21/88,18.73,25.72,270,moderate
143A,female,7.5,3/24/90,21.59,28.26,380,moderate
143A,female,9.5,3/22/92,22.54,29.53,410,moderate
143A,female,11.5,3/21/94,24.2,31.1,491,moderate
143A,female,12.5,3/20/95,24.5,31.5,555,moderate
143A,female,13.5,3/23/96,25,33,580,moderate
143A,female,15.5,3/12/98,25.1,32.7,610,moderate
143A,female,17.5,3/21/00,25.5,32.6,685,moderate
143A,female,18.7,5/12/01,25.6,33.3,700,moderate
143A,female,18.8,6/17/01,26.2,33.5,NA,moderate
143A,female,19.7,5/18/02,26,33.4,664,moderate
143A,female,20.7,5/16/03,26.7,33.6,738,moderate
143A,female,21.7,5/14/04,27,34.1,690,moderate
143A,female,22.7,5/11/05,27.7,34.3,895,moderate
143A,female,23.5,3/19/06,NA,NA,NA,moderate
143A,female,26.7,5/20/09,27.8,32.1,883,moderate
143A,female,27.7,5/20/10,27.2,32.2,815,moderate
143B,female,NA,6/17/01,25.5,33.1,NA,moderate
143B,female,NA,3/29/08,27.5,34.2,810,moderate
144A,female,NA,3/21/88,25.4,33.66,660,moderate
144A,female,NA,3/22/90,26.04,34.29,545,moderate
144A,female,NA,3/21/94,28,34.5,720,moderate
144A,female,NA,3/12/98,28.6,35.3,920,moderate
144A,female,NA,3/21/00,29,36,1105,moderate
144A,female,NA,6/21/01,29.6,36.7,NA,moderate
144A,female,NA,5/16/05,29.5,36.8,947,moderate
144B,male,NA,3/22/94,29.8,37.6,1068,moderate
144B,male,NA,3/23/96,32,42,1580,moderate
144B,male,NA,5/12/01,35.8,44.7,2040,moderate
144B,male,NA,5/19/02,36.3,45.2,1710,moderate
145A,female,6.5,3/21/88,20.96,28.89,325,moderate
145A,female,8.5,3/22/90,23.18,33.02,440,moderate
145A,female,10.5,3/22/92,25.72,35.88,734,moderate
145A,female,12.5,3/21/94,28.2,37.5,957,moderate
145B,male,4.7,5/12/01,18.5,26.9,340,moderate
145B,male,11.7,5/14/08,25.5,34.6,638,moderate
145B,male,13.7,5/16/10,29,38.5,1138,moderate
145B,male,16.7,5/20/13,32.5,41.7,1441,moderate
145C,female,NA,5/18/16,20.8,27.7,347,moderate
145C,female,NA,6/3/18,23.3,30.1,515,moderate
145C,female,NA,5/19/19,24.1,31.3,589,moderate
146A,female,NA,3/21/88,25.4,33.34,620,moderate
147A,female,NA,3/21/88,27.31,34.93,765,moderate
148A,male,NA,3/21/88,40.96,NA,2555,moderate
148B,male,NA,3/24/90,34.61,42.55,1460,moderate
148B,male,NA,3/23/92,34.93,44.13,1440,moderate
148B,male,NA,3/15/93,38.3,45.7,1810,moderate
148B,male,NA,3/22/94,37.2,44.7,2133,moderate
148B,male,NA,3/21/95,39.5,47,2670,moderate
148B,male,NA,3/23/96,40.6,46.5,2560,moderate
148B,male,NA,3/13/98,39.5,46.3,2260,moderate
148C,female,6.8,6/29/01,19.3,26.2,NA,moderate
148C,female,10.7,5/12/05,21,28.3,380,moderate
148C,female,14.7,5/22/09,24.3,31,623,moderate
148C,female,16.7,5/22/11,24.2,32,484,moderate
148C,female,18.7,5/19/13,24.7,32.5,574,moderate
148C,female,20.7,5/21/15,25.8,32,595,moderate
148C,female,21.7,5/22/16,25.5,33,645,moderate
148C,female,22.7,5/19/17,25.7,33,655,moderate
149A,male,NA,3/21/88,28.26,35.24,865,moderate
149A,male,NA,3/21/95,33.2,39,1300,moderate
149A,male,NA,3/24/96,34,40,1547,moderate
149B,female,NA,7/4/01,22.2,30,NA,moderate
149B,female,NA,5/11/05,25.7,32.1,640,moderate
149B,female,NA,5/14/08,26.1,33,690,moderate
149B,female,NA,5/19/13,27,34.6,710,moderate
149B,female,NA,5/21/15,28.4,34.2,750,moderate
