animal_id,sex,age,date,svl,tail-length,body-mass,feeding
196A,male,18.5,3/21/00,34,NA,1650,moderate
196B,male,NA,5/14/08,21.5,30.2,337,moderate
196B,male,NA,5/21/11,26.5,36.6,684,moderate
196B,male,NA,5/20/13,28.3,38.8,850,moderate
196B,male,NA,5/20/15,31.1,40.5,1050,moderate
196B,male,NA,5/17/16,31.2,41.5,1165,moderate
196B,male,NA,6/25/16,33.1,41.6,1290,moderate
196B,male,NA,5/19/17,34.1,43.2,1650,moderate
196B,male,NA,5/19/19,37.5,45.6,2360,moderate
197A,male,8.5,3/24/90,24.13,30.48,425,moderate
197A,male,10.5,3/22/92,26.04,35.24,744,moderate
197A,male,11.5,3/15/93,29.5,38.4,1035,moderate
197A,male,12.5,3/22/94,32,41,1130,moderate
197A,male,13.5,3/20/95,34.5,43.5,1492,moderate
197A,male,14.5,3/23/96,35.8,44.5,1700,moderate
197A,male,16.5,3/12/98,39.5,48,2780,moderate
197A,male,19.8,6/20/01,44.5,51.3,NA,moderate
197A,male,20.8,6/23/02,44.2,52.1,3785,moderate
197B,female,NA,5/14/08,24.7,32.3,625,moderate
197B,female,NA,5/20/09,24.7,32.1,640,moderate
197B,female,NA,5/21/11,26.2,33.6,768,moderate
197B,female,NA,5/19/13,27.6,35,815,moderate
197B,female,NA,5/20/15,28.2,35.5,NA,moderate
197B,female,NA,5/17/16,28.4,35.3,970,moderate
198A,male,7.5,3/23/92,22.54,29.53,440,moderate
198A,male,10.5,3/20/95,25.8,32.3,622,moderate
198A,male,16.8,6/16/01,28.8,36.5,NA,moderate
198A,male,17.8,6/20/02,29,37,915,moderate
198A,male,19.7,5/14/04,29.6,37,1745,moderate
198A,male,20.7,5/16/05,29.7,36.6,893,moderate
198A,male,23.7,5/14/08,31.5,38.9,1220,moderate
198A,male,24.7,5/22/09,33,39.9,1480,moderate
198A,male,28.7,5/19/13,35.3,41.1,1608,moderate
198A,male,30.7,5/21/15,36.7,40.3,1522,moderate
198A,male,32.7,5/19/17,35.7,38.5,1635,moderate
198B,female,NA,5/14/08,21.3,28.9,358,moderate
198B,female,NA,5/20/15,26,33.2,625,moderate
198B,female,NA,5/22/16,26,34,745,moderate
198B,female,NA,5/19/17,26.2,34,755,moderate
199A,male,7.5,3/23/92,23.5,30.8,495,moderate
199A,male,9.5,3/21/94,26.5,33.1,710,moderate
WRD,male,NA,3/15/82,36.83,43.82,1675,moderate
3LG,female,NA,3/22/92,23.18,29.85,400,moderate
3LG,female,NA,3/21/94,23.2,30.1,431,moderate
3LG,female,NA,3/20/95,24.3,30.7,440,moderate
3LG,female,NA,3/24/96,24.5,31.5,530,moderate
3LG,female,NA,3/12/98,24.7,32.3,640,moderate
3LG,female,NA,3/21/00,26.5,32.7,745,moderate
3LG,female,NA,5/11/01,27.5,33.2,820,moderate
3LG,female,NA,5/18/02,27.8,33.7,775,moderate
3LG,female,NA,5/16/03,27.5,33.8,820,moderate
3LG,female,NA,5/14/04,28,33.9,807,moderate
3LG,female,NA,5/11/05,29.5,34.5,960,moderate
